run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	id	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR23126347	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077267	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_10F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492227	-	SAMN32798733	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	163441	23826170	163441	72894035	m1_2_10F_1.fq	SRR23126347.lite	16424918	2023-01-29 06:02:57	abfef1f345244fbdb8699abb603c4036	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126347/SRR23126347.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126347/SRR23126347.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126347/SRR23126347.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126347/SRR23126347.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_10F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/047/SRR23126347/SRR23126347_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/047/SRR23126347/SRR23126347_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/047/SRR23126347/SRR23126347_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/047/SRR23126347/SRR23126347_2.fastq.gz
SRR23126348	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077266	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_9F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492226	-	SAMN32798732	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	186214	28294842	186214	83051224	m1_2_9F_1.fq	SRR23126348.lite	19588284	2023-01-29 15:50:13	73419a229d02ab5fec594b1667aacde0	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126348/SRR23126348.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126348/SRR23126348.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126348/SRR23126348.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126348/SRR23126348.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_9F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/048/SRR23126348/SRR23126348_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/048/SRR23126348/SRR23126348_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/048/SRR23126348/SRR23126348_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/048/SRR23126348/SRR23126348_2.fastq.gz
SRR23126349	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077265	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_8F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492225	-	SAMN32798731	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	153761	23707531	153761	68577231	m1_2_8F_1.fq	SRR23126349.lite	16481175	2023-01-29 15:50:13	1e1177263f5a44163639a687dcc935e8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126349/SRR23126349.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126349/SRR23126349.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126349/SRR23126349.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126349/SRR23126349.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_8F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/049/SRR23126349/SRR23126349_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/049/SRR23126349/SRR23126349_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/049/SRR23126349/SRR23126349_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/049/SRR23126349/SRR23126349_2.fastq.gz
SRR23126350	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077264	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_7F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492224	-	SAMN32798730	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	169315	26106068	169315	75514254	m1_2_7F_1.fq	SRR23126350.lite	18106334	2023-01-29 08:24:39	ab08bbb382c7b3db1747584dd40c9e80	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126350/SRR23126350.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126350/SRR23126350.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126350/SRR23126350.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126350/SRR23126350.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_7F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/050/SRR23126350/SRR23126350_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/050/SRR23126350/SRR23126350_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/050/SRR23126350/SRR23126350_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/050/SRR23126350/SRR23126350_2.fastq.gz
SRR23126351	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077263	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_6F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492223	-	SAMN32798729	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	158408	24258562	158408	70649679	m1_2_6F_1.fq	SRR23126351.lite	16863269	2023-01-29 13:06:55	fbf7fbd19e6f1835274555d94a0f371e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126351/SRR23126351.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126351/SRR23126351.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126351/SRR23126351.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126351/SRR23126351.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_6F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/051/SRR23126351/SRR23126351_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/051/SRR23126351/SRR23126351_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/051/SRR23126351/SRR23126351_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/051/SRR23126351/SRR23126351_2.fastq.gz
SRR23126352	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077262	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_5F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492222	-	SAMN32798728	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	187433	29181193	187433	83594670	m1_2_5F_1.fq	SRR23126352.lite	20377929	2023-01-29 08:24:37	26b7226d196388309391c1849c3d44d9	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126352/SRR23126352.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126352/SRR23126352.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126352/SRR23126352.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126352/SRR23126352.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_5F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/052/SRR23126352/SRR23126352_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/052/SRR23126352/SRR23126352_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/052/SRR23126352/SRR23126352_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/052/SRR23126352/SRR23126352_2.fastq.gz
SRR23126353	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077261	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_4F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492221	-	SAMN32798727	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	184915	28395988	184915	82471723	m1_2_4F_1.fq	SRR23126353.lite	19738822	2023-01-29 13:06:58	000fad8f5d3dea44a3e5677d0332ff9f	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126353/SRR23126353.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126353/SRR23126353.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126353/SRR23126353.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126353/SRR23126353.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_4F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/053/SRR23126353/SRR23126353_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/053/SRR23126353/SRR23126353_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/053/SRR23126353/SRR23126353_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/053/SRR23126353/SRR23126353_2.fastq.gz
SRR23126354	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077260	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_3F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492219	-	SAMN32798726	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	188565	28488561	188565	84099357	m1_2_3F_1.fq	SRR23126354.lite	19663876	2023-01-29 08:24:40	3917a5b37f0928e94cb8a721c26effd0	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126354/SRR23126354.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126354/SRR23126354.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126354/SRR23126354.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126354/SRR23126354.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_3F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/054/SRR23126354/SRR23126354_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/054/SRR23126354/SRR23126354_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/054/SRR23126354/SRR23126354_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/054/SRR23126354/SRR23126354_2.fastq.gz
SRR23126355	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077259	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_6_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492220	-	SAMN32798681	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	179077	18651612	179077	80405020	m1_1_6_1.fq	SRR23126355.lite	13751835	2023-01-29 08:24:39	08e7660a6ddce8ebfeb26cc19b7c2a2f	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126355/SRR23126355.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126355/SRR23126355.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126355/SRR23126355.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126355/SRR23126355.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/055/SRR23126355/SRR23126355_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/055/SRR23126355/SRR23126355_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/055/SRR23126355/SRR23126355_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/055/SRR23126355/SRR23126355_2.fastq.gz
SRR23126356	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077258	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_2F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492217	-	SAMN32798725	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	180949	26611494	180949	80702475	m1_2_2F_1.fq	SRR23126356.lite	18257914	2023-01-29 08:24:39	61a27ca72c54d87736e9741e95fef6dc	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126356/SRR23126356.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126356/SRR23126356.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126356/SRR23126356.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126356/SRR23126356.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_2F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/056/SRR23126356/SRR23126356_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/056/SRR23126356/SRR23126356_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/056/SRR23126356/SRR23126356_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/056/SRR23126356/SRR23126356_2.fastq.gz
SRR23126357	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077257	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_1F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492218	-	SAMN32798724	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	157308	23846105	157308	70158983	m1_2_1F_1.fq	SRR23126357.lite	16526869	2023-01-29 08:24:40	d1db13d6e14c2546795a5a9c0adb6884	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126357/SRR23126357.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126357/SRR23126357.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126357/SRR23126357.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126357/SRR23126357.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_1F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/057/SRR23126357/SRR23126357_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/057/SRR23126357/SRR23126357_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/057/SRR23126357/SRR23126357_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/057/SRR23126357/SRR23126357_2.fastq.gz
SRR23126358	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077256	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_9F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492216	-	SAMN32798723	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	151818	23341701	151818	67710302	m1_1_9F_1.fq	SRR23126358.lite	16185888	2023-01-29 13:07:01	63b9a4b53360e72b3af8de3c01498261	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126358/SRR23126358.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126358/SRR23126358.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126358/SRR23126358.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126358/SRR23126358.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_9F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/058/SRR23126358/SRR23126358_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/058/SRR23126358/SRR23126358_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/058/SRR23126358/SRR23126358_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/058/SRR23126358/SRR23126358_2.fastq.gz
SRR23126359	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077255	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_8F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492215	-	SAMN32798722	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	151637	23186892	151637	67629549	m1_1_8F_1.fq	SRR23126359.lite	16077428	2023-01-29 08:24:42	bffff594f34d202938e9abeb91e9fe94	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126359/SRR23126359.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126359/SRR23126359.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126359/SRR23126359.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126359/SRR23126359.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_8F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/059/SRR23126359/SRR23126359_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/059/SRR23126359/SRR23126359_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/059/SRR23126359/SRR23126359_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/059/SRR23126359/SRR23126359_2.fastq.gz
SRR23126360	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077254	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_7F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492214	-	SAMN32798721	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	161700	24013797	161700	72117275	m1_1_7F_1.fq	SRR23126360.lite	16477123	2023-01-29 13:06:55	e53dbcda0ff9efe57912cfc64cb144bd	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126360/SRR23126360.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126360/SRR23126360.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126360/SRR23126360.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126360/SRR23126360.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_7F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/060/SRR23126360/SRR23126360_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/060/SRR23126360/SRR23126360_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/060/SRR23126360/SRR23126360_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/060/SRR23126360/SRR23126360_2.fastq.gz
SRR23126361	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077253	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_6F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492213	-	SAMN32798720	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	186846	28268625	186846	83332918	m1_1_6F_1.fq	SRR23126361.lite	19454683	2023-01-29 08:24:58	5931ebd47eb4bebdb7874d3d1170c614	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126361/SRR23126361.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126361/SRR23126361.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126361/SRR23126361.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126361/SRR23126361.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_6F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/061/SRR23126361/SRR23126361_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/061/SRR23126361/SRR23126361_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/061/SRR23126361/SRR23126361_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/061/SRR23126361/SRR23126361_2.fastq.gz
