sample-id	sublibrary_id	sample_type	management_type	farmer	farm_id	tree_id	collection_batch	extraction_batch	pcr_batch_16s	fwd_primer_16s	rev_primer_16s	dna_concentration_hs_16s	qubit_batch_16s	pcr_batch_its1	fwd_primer_its1	rev_primer_its1	dna_concentration_hs_its1	qubit_batch_its1	is_specimen	dye	dye_concentration	specimen_qc_pass	is_pollination_dic	pi_dic	is_pollination_clsm	pi_clsm	is_germination	callose_plug_index	is_hyphae_present	is_spore_present	fungal_colonization_score	is_insect_present	
pvi62	C6_14C_13_06	unbagged_flower	full_sun	victor	vi	vi6	2023-12-14	2024-10-08	2024-10-31	515fA	806r4	54,200	2024-12-17	2024-10-09	ITS1fB	ITS2r1	18,600	2024-12-29	1	dAB	0,1%	1	0	0	0	0	0	0	1	0	3	0	
pvi63	D6_14B_13_06	unbagged_flower	full_sun	victor	vi	vi6	2023-12-14	2024-10-08	2024-10-31	515fA	806r4	52,800	2024-12-17	2024-10-09	ITS1fB	ITS2r1	20,600	2024-12-29	1	dAB	0,1%	1	0	0	0	0	0	0	1	0	1	0	
pvi71	E6_13E_13_06	unbagged_flower	full_sun	victor	vi	vi7	2023-12-14	2024-10-08	2024-10-31	515fA	806r4	60,200	2024-12-17	2024-10-09	ITS1fB	ITS2r1	45,200	2024-12-29	1	dAB	0,1%	1	1	63	1	92	1	79	1	0	5	0	
pvi72	F6_13F_13_06	unbagged_flower	full_sun	victor	vi	vi7	2023-12-14	2024-10-08	2024-10-31	515fA	806r4	72,000	2024-12-17	2024-10-09	ITS1fB	ITS2r1	39,200	2024-12-29	1	dAB	0,1%	1	0	0	0	0	0	0	1	1	1	0	
pvi73	G6_13G_13_06	unbagged_flower	full_sun	victor	vi	vi7	2023-12-14	2024-10-08	2024-10-31	515fA	806r4	40,000	2024-12-17	2024-10-09	ITS1fB	ITS2r1	28,800	2024-12-29	1	dAB	0,1%	1	0	0	0	0	0	0	1	0	2	0	
pviEC	B4_13B_13_04	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-08	2024-10-31	515fA	806r4	5,480	2024-12-17	2024-10-09	ITS1fB	ITS2r1	0,334	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pviNC	A4_13A_13_04	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-10-31	515fA	806r4	3,520	2024-12-17	2024-10-09	ITS1fB	ITS2r1	0,312	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pviPC	H6_20H_13_06	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-10-31	515fA	806r4	40,000	2024-12-17	2024-10-09	ITS1fB	ITS2r1	16,200	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
ckk11	C1_14C_13_12	bagged_flower	agroforest	ankamah_steven	kk	kk1	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	40,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	8,100	2025-01-02	1	dAB	0,1%	1	1	1	1	1	0	0	0	0	0	0	
ckk12	D1_14B_13_12	bagged_flower	agroforest	ankamah_steven	kk	kk1	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	44,800	2024-12-17	2024-10-14	ITS1fB	ITS2r2	29,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk13	E1_13E_13_12	bagged_flower	agroforest	ankamah_steven	kk	kk1	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	35,600	2024-12-17	2024-10-14	ITS1fB	ITS2r2	6,320	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk21	F1_13F_13_12	bagged_flower	agroforest	ankamah_steven	kk	kk2	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	31,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	58,200	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk22	G1_13G_13_12	bagged_flower	agroforest	ankamah_steven	kk	kk2	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	39,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	31,000	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk23	H1_20H_13_12	bagged_flower	agroforest	ankamah_steven	kk	kk2	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	39,800	2024-12-17	2024-10-14	ITS1fB	ITS2r2	11,300	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk31	A2_13A_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk3	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	43,600	2024-12-17	2024-10-14	ITS1fB	ITS2r2	2,160	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk32	B2_13B_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk3	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	42,400	2024-12-17	2024-10-14	ITS1fB	ITS2r2	6,340	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk33	C2_14C_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk3	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	51,400	2024-12-17	2024-10-14	ITS1fB	ITS2r2	19,000	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk41	D2_14B_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk4	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	28,800	2024-12-17	2024-10-14	ITS1fB	ITS2r2	5,500	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk42	E2_13E_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk4	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	59,000	2024-12-17	2024-10-14	ITS1fB	ITS2r2	43,600	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk43	F2_13F_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk4	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	36,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	13,700	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk51	G2_13G_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk5	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	34,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	17,700	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk52	H2_20H_13_02	bagged_flower	agroforest	ankamah_steven	kk	kk5	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	43,600	2024-12-17	2024-10-14	ITS1fB	ITS2r2	5,260	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk53	A3_13A_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk5	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	32,000	2024-12-17	2024-10-14	ITS1fB	ITS2r2	8,140	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
ckk61	B3_13B_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk6	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	21,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	63,000	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
ckk62	C3_14C_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk6	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	34,000	2024-12-17	2024-10-14	ITS1fB	ITS2r2	34,800	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk63	D3_14B_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk6	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	29,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	51,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk71	E3_13E_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk7	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	52,600	2024-12-17	2024-10-14	ITS1fB	ITS2r2	54,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckk72	F3_13F_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk7	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	31,400	2024-12-17	2024-10-14	ITS1fB	ITS2r2	5,060	2025-01-02	1	dAB	0,1%	1	1	2	1	2	0	0	0	0	0	0	
ckk73	G3_13G_13_03	bagged_flower	agroforest	ankamah_steven	kk	kk7	2023-12-14	2024-10-13	2024-11-04	515fB	806r3	39,4	2024-12-17	2024-10-14	ITS1fB	ITS2r2	9,760	2025-01-02	1	dAB	0,1%	1	0	0	0	0	0	0	0	0	0	0	
ckkEC	B1_13B_13_12	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-13	2024-11-04	515fB	806r3	2,000	2024-12-17	2024-10-14	ITS1fB	ITS2r2	0,812	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
ckkNC	A1_13A_13_12	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-04	515fB	806r3	1,890	2024-12-17	2024-10-14	ITS1fB	ITS2r2	0,588	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
ckkPC	H3_20H_13_03	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-04	515fB	806r3	36,200	2024-12-17	2024-10-14	ITS1fB	ITS2r2	34,400	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pkk11	C4_14C_13_04	unbagged_flower	agroforest	ankamah_steven	kk	kk1	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	37,800	2024-12-17	2024-10-16	ITS1fB	ITS2r3	31,200	2025-01-02	1	dAB	0,1%	1	1	4	1	4	1	19	1	0	1	0	
pkk12	D4_14B_13_04	unbagged_flower	agroforest	ankamah_steven	kk	kk1	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	38,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	94,200	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pkk13	E4_13E_13_04	unbagged_flower	agroforest	ankamah_steven	kk	kk1	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	32,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	31,400	2025-01-02	1	dAB	0,1%	1	1	4	1	9	1	167	1	0	2	0	
pkk21	F4_13F_13_04	unbagged_flower	agroforest	ankamah_steven	kk	kk2	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	43,200	2024-12-17	2024-10-16	ITS1fB	ITS2r3	52,000	2025-01-02	1	dAB	0,1%	1	0	0	1	NA	1	20	1	0	5	0	
pkk22	G4_13G_13_04	unbagged_flower	agroforest	ankamah_steven	kk	kk2	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	43,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	81,800	2025-01-02	1	dAB	0,1%	1	1	11	1	12	1	153	1	0	5	0	
pkk23	H4_20H_13_04	unbagged_flower	agroforest	ankamah_steven	kk	kk2	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	44,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	56,400	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pkk31	A5_13A_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk3	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	55,200	2024-12-17	2024-10-16	ITS1fB	ITS2r3	77,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pkk32	B5_13B_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk3	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	45,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	45,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pkk33	C5_14C_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk3	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	42,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	59,200	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pkk41	D5_14B_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk4	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	34,800	2024-12-17	2024-10-16	ITS1fB	ITS2r3	35,800	2025-01-02	1	dAB	0,1%	1	1	52	1	204	1	235	1	0	3	0	
pkk42	E5_13E_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk4	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	39,000	2024-12-17	2024-10-16	ITS1fB	ITS2r3	88,600	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	1	1	0	
pkk43	F5_13F_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk4	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	45,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	104,000	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pkk51	G5_13G_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk5	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	46,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	39,200	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pkk52	H5_20H_19_08	unbagged_flower	agroforest	ankamah_steven	kk	kk5	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	54,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	80,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	2	0	
pkk53	A6_13A_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk5	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	37,200	2024-12-17	2024-10-16	ITS1fB	ITS2r3	78,200	2025-01-02	1	dAB	0,1%	1	1	10	1	11	0	0	1	0	4	0	
pkk61	B6_13B_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk6	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	35,000	2024-12-17	2024-10-16	ITS1fB	ITS2r3	63,400	2025-01-02	1	dAB	0,1%	1	0	0	1	66	1	211	0	0	0	0	
pkk62	C6_14C_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk6	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	38,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	75,200	2025-01-02	1	dAB	0,1%	1	1	1	1	2	0	0	0	0	0	0	
pkk63	D6_14B_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk6	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	30,400	2024-12-17	2024-10-16	ITS1fB	ITS2r3	62,000	2025-01-02	1	dAB	0,1%	1	0	0	1	5	0	0	1	0	2	0	
pkk71	E6_13E_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk7	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	35,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	44,000	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	4	0	
pkk72	F6_13F_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk7	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	31,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	68,600	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	4	0	
pkk73	G6_13G_13_06	unbagged_flower	agroforest	ankamah_steven	kk	kk7	2023-12-14	2024-10-15	2024-11-04	515fB	806r4	37,200	2024-12-17	2024-10-16	ITS1fB	ITS2r3	77,600	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	5	0	
pkkEC	B4_13B_13_04	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-15	2024-11-04	515fB	806r4	2,060	2024-12-17	2024-10-16	ITS1fB	ITS2r3	1,050	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pkkNC	A4_13A_13_04	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-04	515fB	806r4	2,560	2024-12-17	2024-10-16	ITS1fB	ITS2r3	0,856	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pkkPC	H6_20H_13_06	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-04	515fB	806r4	33,600	2024-12-17	2024-10-16	ITS1fB	ITS2r3	20,400	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
csa11	C1_14C_13_12	bagged_flower	near_forest	sambassor	sa	sa1	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	33,200	2024-12-07	2024-10-21	ITS1fB	ITS2r4	40,000	2025-01-03	1	dAB	0,1%	1	1	1	1	7	0	0	1	0	1	0	
csa12	D1_14B_13_12	bagged_flower	near_forest	sambassor	sa	sa1	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	19,800	2024-12-07	2024-10-21	ITS1fB	ITS2r4	1,700	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa13	E1_13E_13_12	bagged_flower	near_forest	sambassor	sa	sa1	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	29,800	2024-12-07	2024-10-21	ITS1fB	ITS2r4	2,960	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa21	F1_13F_13_12	bagged_flower	near_forest	sambassor	sa	sa2	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	16,100	2024-12-07	2024-10-21	ITS1fB	ITS2r4	10,800	2025-01-03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
csa22	G1_13G_13_12	bagged_flower	near_forest	sambassor	sa	sa2	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	21,600	2024-12-07	2024-10-21	ITS1fB	ITS2r4	56,000	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa23	H1_20H_13_12	bagged_flower	near_forest	sambassor	sa	sa2	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	37,800	2024-12-07	2024-10-21	ITS1fB	ITS2r4	92,800	2025-01-03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
csa31	A2_13A_13_02	bagged_flower	near_forest	sambassor	sa	sa3	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	30,600	2024-12-07	2024-10-21	ITS1fB	ITS2r4	21,000	2025-01-03	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
csa32	B2_13B_13_02	bagged_flower	near_forest	sambassor	sa	sa3	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	20,800	2024-12-07	2024-10-21	ITS1fB	ITS2r4	42,800	2025-01-03	1	dAB	0,1%	1	0	0	1	3	0	0	0	0	0	0	
csa33	C2_14C_13_02	bagged_flower	near_forest	sambassor	sa	sa3	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	19,900	2024-12-07	2024-10-21	ITS1fB	ITS2r4	17,300	2025-01-03	1	dAB	0,1%	1	0	0	1	2	0	0	0	0	0	0	
csa41	D2_14B_13_02	bagged_flower	near_forest	sambassor	sa	sa4	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	27,600	2024-12-07	2024-10-21	ITS1fB	ITS2r4	16,000	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa42	E2_13E_13_02	bagged_flower	near_forest	sambassor	sa	sa4	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	24,800	2024-12-07	2024-10-21	ITS1fB	ITS2r4	22,400	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa43	F2_13F_13_02	bagged_flower	near_forest	sambassor	sa	sa4	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	23,400	2024-12-07	2024-10-21	ITS1fB	ITS2r4	6,160	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa51	G2_13G_13_02	bagged_flower	near_forest	sambassor	sa	sa5	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	21,000	2024-12-07	2024-10-21	ITS1fB	ITS2r4	23,400	2025-01-03	1	dAB	0,1%	1	0	0	1	2	0	0	0	0	0	0	
csa52	H2_20H_13_02	bagged_flower	near_forest	sambassor	sa	sa5	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	32,000	2024-12-07	2024-10-21	ITS1fB	ITS2r4	14,100	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa53	A3_13A_13_03	bagged_flower	near_forest	sambassor	sa	sa5	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	32,400	2024-12-07	2024-10-21	ITS1fB	ITS2r4	15,800	2025-01-03	1	dAB	0,1%	1	0	0	1	2	0	0	0	0	0	0	
csa61	B3_13B_13_03	bagged_flower	near_forest	sambassor	sa	sa6	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	27,400	2024-12-07	2024-10-21	ITS1fB	ITS2r4	7,380	2025-01-03	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
csa62	C3_14C_13_03	bagged_flower	near_forest	sambassor	sa	sa6	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	32,200	2024-12-07	2024-10-21	ITS1fB	ITS2r4	9,040	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa63	D3_14B_13_03	bagged_flower	near_forest	sambassor	sa	sa6	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	22,600	2024-12-07	2024-10-21	ITS1fB	ITS2r4	63,000	2025-01-03	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
csa71	E3_13E_13_03	bagged_flower	near_forest	sambassor	sa	sa7	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	33,200	2024-12-07	2024-10-21	ITS1fB	ITS2r4	4,020	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
csa72	F3_13F_13_03	bagged_flower	near_forest	sambassor	sa	sa7	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	29,400	2024-12-07	2024-10-21	ITS1fB	ITS2r4	34,200	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
csa73	G3_13G_13_03	bagged_flower	near_forest	sambassor	sa	sa7	2023-12-14	2024-10-17	2024-11-07	515fC	806r1	38,000	2024-12-07	2024-10-21	ITS1fB	ITS2r4	78,600	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
csaEC	B1_13B_13_12	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-17	2024-11-07	515fC	806r1	1,600	2024-12-07	2024-10-21	ITS1fB	ITS2r4	0,490	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
csaNC	A1_13A_13_12	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-07	515fC	806r1	1,820	2024-12-07	2024-10-21	ITS1fB	ITS2r4	0,428	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
csaPC	H3_20H_13_03	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-07	515fC	806r1	26,800	2024-12-07	2024-10-21	ITS1fB	ITS2r4	28,800	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
psa11	C4_14C_13_04	unbagged_flower	near_forest	sambassor	sa	sa1	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	59,800	2024-12-09	2024-10-22	ITS1fC	ITS2r1	40,200	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	5	0	
psa12	D4_14B_13_04	unbagged_flower	near_forest	sambassor	sa	sa1	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	58,400	2024-12-09	2024-10-22	ITS1fC	ITS2r1	43,600	2025-01-03	1	dAB	0,1%	1	1	7	1	9	1	81	0	0	0	0	
psa13	E4_13E_13_04	unbagged_flower	near_forest	sambassor	sa	sa1	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	40,000	2024-12-09	2024-10-22	ITS1fC	ITS2r1	6,200	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	2	0	
psa21	F4_13F_13_04	unbagged_flower	near_forest	sambassor	sa	sa2	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	41,000	2024-12-09	2024-10-22	ITS1fC	ITS2r1	33,800	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	1	0	
psa22	G4_13G_13_04	unbagged_flower	near_forest	sambassor	sa	sa2	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	49,200	2024-12-09	2024-10-22	ITS1fC	ITS2r1	43,400	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
psa23	H4_20H_13_04	unbagged_flower	near_forest	sambassor	sa	sa2	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	38,400	2024-12-09	2024-10-22	ITS1fC	ITS2r1	16,600	2025-01-03	1	dAB	0,1%	1	1	10	1	10	1	50	1	0	1	0	
psa31	A5_13A_19_08	unbagged_flower	near_forest	sambassor	sa	sa3	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	52,600	2024-12-09	2024-10-22	ITS1fC	ITS2r1	33,000	2025-01-03	1	dAB	0,1%	1	1	8	1	12	0	0	0	0	0	0	
psa32	B5_13B_19_08	unbagged_flower	near_forest	sambassor	sa	sa3	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	48,600	2024-12-09	2024-10-22	ITS1fC	ITS2r1	41,000	2025-01-03	1	dAB	0,1%	1	1	10	1	12	1	54	1	0	2	0	
psa33	C5_14C_19_08	unbagged_flower	near_forest	sambassor	sa	sa3	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	37,800	2024-12-09	2024-10-22	ITS1fC	ITS2r1	16,000	2025-01-03	1	dAB	0,1%	1	0	0	1	24	1	146	0	0	0	0	
psa41	D5_14B_19_08	unbagged_flower	near_forest	sambassor	sa	sa4	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	60,400	2024-12-09	2024-10-22	ITS1fC	ITS2r1	61,200	2025-01-03	1	dAB	0,1%	1	1	22	1	100	1	215	1	0	2	0	
psa42	E5_13E_19_08	unbagged_flower	near_forest	sambassor	sa	sa4	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	60,800	2024-12-09	2024-10-22	ITS1fC	ITS2r1	46,600	2025-01-03	1	dAB	0,1%	1	1	51	1	100	1	213	1	0	5	0	
