run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	temp	tree_height	plantation	replicate	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR10614084	SRP235361	Theobroma cacao leaf metagenome	SRX7293322	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree13	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree13	1297858	leaf metagenome	Fun_T13	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786608	-	SAMN13519317	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	37586	14064811	37586	21120066	Fun_T13_R1.fastq.gz	SRR10614084.sralite	5491394	2020-06-24 01:50:48	ea07a1ccb305bac7cfe0ae4a680356cb	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614084/SRR10614084.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614084.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614084.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614084/SRR10614084.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9266 N 10.973 E	587m	26.41	5.3m	Simanya	Boumnyebel_rep13	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/084/SRR10614084/SRR10614084_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/084/SRR10614084/SRR10614084_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/084/SRR10614084/SRR10614084_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/084/SRR10614084/SRR10614084_2.fastq.gz
SRR10614085	SRP235361	Theobroma cacao leaf metagenome	SRX7293321	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree12	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree12	1297858	leaf metagenome	Fun_T12	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786597	-	SAMN13519316	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	44110	14974835	44110	21569433	Fun_T12_R1.fastq.gz	SRR10614085.sralite	5602038	2020-06-24 01:50:39	62b6be0ea9403e305b90b027032fdf96	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614085/SRR10614085.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614085.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614085.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614085/SRR10614085.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9378 N 10.9756 E	376m	24.18	6.4m	Simanya	Boumnyebel_rep12	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/085/SRR10614085/SRR10614085_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/085/SRR10614085/SRR10614085_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/085/SRR10614085/SRR10614085_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/085/SRR10614085/SRR10614085_2.fastq.gz
SRR10614086	SRP235361	Theobroma cacao leaf metagenome	SRX7293320	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree11	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree11	1297858	leaf metagenome	Fun_T11	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786586	-	SAMN13519315	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	43472	17033466	43472	25863946	Fun_T11_R1.fastq.gz	SRR10614086.sralite	6696907	2020-06-24 01:50:39	c60070d3c88b36817fc86b35cad4049a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614086/SRR10614086.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614086.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614086.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614086/SRR10614086.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9378 N 10.9756 E	376m	24.18	5.8m	Simanya	Boumnyebel_rep11	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/086/SRR10614086/SRR10614086_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/086/SRR10614086/SRR10614086_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/086/SRR10614086/SRR10614086_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/086/SRR10614086/SRR10614086_2.fastq.gz
SRR10614087	SRP235361	Theobroma cacao leaf metagenome	SRX7293319	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree10	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree10	1297858	leaf metagenome	Fun_T10	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786647	-	SAMN13519314	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	35320	11563331	35320	17446708	Fun_T10_R1.fastq.gz	SRR10614087.sralite	4571965	2020-06-24 01:50:45	a01f9f5e78d8bce6177f980695a4c4db	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614087/SRR10614087.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614087.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614087.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614087/SRR10614087.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9378 N 10.9756 E	376m	24.18	8.2m	Simanya	Boumnyebel_rep10	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/087/SRR10614087/SRR10614087_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/087/SRR10614087/SRR10614087_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/087/SRR10614087/SRR10614087_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/087/SRR10614087/SRR10614087_2.fastq.gz
SRR10614088	SRP235361	Theobroma cacao leaf metagenome	SRX7293318	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree09	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree09	1297858	leaf metagenome	Fun_T9	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786646	-	SAMN13519313	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	30487	8168588	30487	12491991	Fun_T9_R1.fastq.gz	SRR10614088.sralite	3301113	2020-06-24 01:50:43	4c17a45896d9cd03a8dd73ebacebc1c9	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614088/SRR10614088.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614088.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614088.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614088/SRR10614088.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9378 N 10.9756 E	376m	24.18	5.3m	Simanya	Boumnyebel_rep9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/088/SRR10614088/SRR10614088_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/088/SRR10614088/SRR10614088_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/088/SRR10614088/SRR10614088_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/088/SRR10614088/SRR10614088_2.fastq.gz
SRR10614089	SRP235361	Theobroma cacao leaf metagenome	SRX7293317	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree08	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree08	1297858	leaf metagenome	Fun_T8	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786645	-	SAMN13519312	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	41988	16203084	41988	24807303	Fun_T8_R1.fastq.gz	SRR10614089.sralite	6391240	2020-06-20 10:58:08	a81c57ea5721305704bba23a4eab2dfb	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614089/SRR10614089.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614089.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614089.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614089/SRR10614089.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	6m	Pan-Makak	Boumnyebel_rep8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/089/SRR10614089/SRR10614089_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/089/SRR10614089/SRR10614089_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/089/SRR10614089/SRR10614089_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/089/SRR10614089/SRR10614089_2.fastq.gz
SRR10614090	SRP235361	Theobroma cacao leaf metagenome	SRX7293316	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree07	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree07	1297858	leaf metagenome	Fun_T7	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786644	-	SAMN13519311	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	36553	10884882	36553	16353387	Fun_T7_R1.fastq.gz	SRR10614090.sralite	4288533	2020-06-20 10:58:05	e4b7c117841483374794bfeba9aca27e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-4/SRR10614090/SRR10614090.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614090.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614090.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614090/SRR10614090.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	6.3m	Pan-Makak	Boumnyebel_rep7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/090/SRR10614090/SRR10614090_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/090/SRR10614090/SRR10614090_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/090/SRR10614090/SRR10614090_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/090/SRR10614090/SRR10614090_2.fastq.gz
SRR10614091	SRP235361	Theobroma cacao leaf metagenome	SRX7293315	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree08	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree08	1297858	leaf metagenome	Bac_T8	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786645	-	SAMN13519312	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	173395	68821248	173395	103941629	Bac_T8_R1.fastq.gz	SRR10614091.sralite	26371831	2020-06-20 10:58:05	4f6830c61778c658d9be4ced9c70932d	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614091/SRR10614091.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614091.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614091.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614091/SRR10614091.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	6m	Pan-Makak	Boumnyebel_rep8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/091/SRR10614091/SRR10614091_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/091/SRR10614091/SRR10614091_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/091/SRR10614091/SRR10614091_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/091/SRR10614091/SRR10614091_2.fastq.gz
SRR10614092	SRP235361	Theobroma cacao leaf metagenome	SRX7293314	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree06	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree06	1297858	leaf metagenome	Fun_T6	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786643	-	SAMN13519310	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	5590	1750570	5590	2495572	Fun_T6_R1.fastq.gz	SRR10614092.sralite	724357	2020-06-20 10:58:00	e99f8953e0564fbb50a7b70e5fa49404	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-4/SRR10614092/SRR10614092.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614092.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614092.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614092/SRR10614092.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	7.8m	Pan-Makak	Boumnyebel_rep6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/092/SRR10614092/SRR10614092_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/092/SRR10614092/SRR10614092_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/092/SRR10614092/SRR10614092_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/092/SRR10614092/SRR10614092_2.fastq.gz
SRR10614093	SRP235361	Theobroma cacao leaf metagenome	SRX7293313	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree05	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree05	1297858	leaf metagenome	Fun_T5	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786642	-	SAMN13519309	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	24406	8608778	24406	12680654	Fun_T5_R1.fastq.gz	SRR10614093.sralite	3338253	2020-06-20 10:58:03	de4e52ef22de45a7e3b27c93888579a2	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-4/SRR10614093/SRR10614093.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614093.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614093.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614093/SRR10614093.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	5.5m	Pan-Makak	Boumnyebel_rep5	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/093/SRR10614093/SRR10614093_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/093/SRR10614093/SRR10614093_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/093/SRR10614093/SRR10614093_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/093/SRR10614093/SRR10614093_2.fastq.gz
SRR10614094	SRP235361	Theobroma cacao leaf metagenome	SRX7293312	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree04	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree04	1297858	leaf metagenome	Fun_T4	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786635	-	SAMN13519308	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	33026	10990124	33026	16541286	Fun_T4_R1.fastq.gz	SRR10614094.sralite	4336967	2020-06-20 10:58:02	0d73ea81b73a69e907c7475dd26cc2a6	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-4/SRR10614094/SRR10614094.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614094.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614094.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614094/SRR10614094.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9357 N 10.9946 E	374m	23.19	7m	Pan-Makak	Boumnyebel_rep4	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/094/SRR10614094/SRR10614094_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/094/SRR10614094/SRR10614094_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/094/SRR10614094/SRR10614094_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/094/SRR10614094/SRR10614094_2.fastq.gz
SRR10614095	SRP235361	Theobroma cacao leaf metagenome	SRX7293311	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree03	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree03	1297858	leaf metagenome	Fun_T3	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786624	-	SAMN13519307	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	70469	20934650	70469	31221382	Fun_T3_R1.fastq.gz	SRR10614095.sralite	8117320	2020-06-19 19:48:03	9e1ff5ad159a4e1197e229fbd54af5bf	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614095/SRR10614095.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614095.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614095.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614095/SRR10614095.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9357 N 10.9946 E	374m	23.19	5.8m	Pan-Makak	Boumnyebel_rep3	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/095/SRR10614095/SRR10614095_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/095/SRR10614095/SRR10614095_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/095/SRR10614095/SRR10614095_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/095/SRR10614095/SRR10614095_2.fastq.gz
SRR10614096	SRP235361	Theobroma cacao leaf metagenome	SRX7293310	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree02	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree02	1297858	leaf metagenome	Fun_T2	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786585	-	SAMN13519306	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	35580	12226522	35580	18256475	Fun_T2_R1.fastq.gz	SRR10614096.sralite	4772183	2020-06-19 19:47:58	7f6a70eb577555e35018af827d155cb2	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614096/SRR10614096.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614096.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614096.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614096/SRR10614096.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9357 N 10.9946 E	374m	23.19	6.8m	Pan-Makak	Boumnyebel_rep2	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/096/SRR10614096/SRR10614096_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/096/SRR10614096/SRR10614096_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/096/SRR10614096/SRR10614096_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/096/SRR10614096/SRR10614096_2.fastq.gz
SRR10614097	SRP235361	Theobroma cacao leaf metagenome	SRX7293309	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree01	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree01	1297858	leaf metagenome	Fun_T1	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786584	-	SAMN13519305	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	77185	30333123	77185	46279680	Fun_T1_R1.fastq.gz	SRR10614097.sralite	11832481	2020-06-19 19:48:05	527d458d697fecf57be3dec095b8d079	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614097/SRR10614097.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614097.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614097.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614097/SRR10614097.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9357 N 10.9946 E	374m	23.19	6m	Pan-Makak	Boumnyebel_rep1	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/097/SRR10614097/SRR10614097_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/097/SRR10614097/SRR10614097_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/097/SRR10614097/SRR10614097_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/097/SRR10614097/SRR10614097_2.fastq.gz
SRR10614098	SRP235361	Theobroma cacao leaf metagenome	SRX7293308	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree64	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree64	1297858	leaf metagenome	Bac_T64	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786616	-	SAMN13519368	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	32445	12774286	32445	19302041	Bac_T64_R1.fastq.gz	SRR10614098.sralite	4964084	2020-06-19 19:48:13	398a84b3506990e9b0e0971a593f0797	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614098/SRR10614098.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614098.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614098.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614098/SRR10614098.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.153 N 11.3837 E	605m	25.73	9.8m	Nkolobang	Obala_rep16	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/098/SRR10614098/SRR10614098_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/098/SRR10614098/SRR10614098_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/098/SRR10614098/SRR10614098_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/098/SRR10614098/SRR10614098_2.fastq.gz
